,id,agency,agency_type,distribution_channel,product_name,claim,duration,destination,net_sales,commission,gender,age
13096,13097,C2B,Airlines,Online,Bronze Plan,Yes,58,SINGAPORE,39,9.75,M,27
13097,13098,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,27,6.75,M,38
13098,13099,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,27,6.75,M,39
13099,13100,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,20,5.0,M,26
13100,13101,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,20,5.0,F,27
13101,13102,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,20,5.0,M,28
13102,13103,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,20,5.0,F,24
13103,13104,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,21,5.25,M,24
13104,13105,C2B,Airlines,Online,Bronze Plan,No,119,SINGAPORE,202,50.5,F,23
13105,13106,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,48,12.0,F,22
13106,13107,C2B,Airlines,Online,Bronze Plan,No,73,SINGAPORE,106,26.5,M,44
13107,13108,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,106,26.5,M,28
13108,13109,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,27,6.75,M,26
13109,13110,C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,48,11.88,M,29
13110,13111,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,19,4.63,F,30
13111,13112,C2B,Airlines,Online,Silver Plan,No,53,SINGAPORE,23,5.63,F,55
13112,13113,C2B,Airlines,Online,Gold Plan,No,37,SINGAPORE,69,17.25,M,63
13113,13114,C2B,Airlines,Online,Gold Plan,No,37,SINGAPORE,69,17.25,F,62
13114,13115,C2B,Airlines,Online,Annual Silver Plan,No,408,SINGAPORE,216,54.0,M,25
13115,13116,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6.0,M,49
13116,13117,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15,6.0,F,49
13117,13118,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,366,UNITED STATES,256,166.53,M,43
13118,13119,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,4,INDONESIA,25,16.25,F,31
13119,13120,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,12,PHILIPPINES,25,16.25,M,28
13120,13121,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,365,UNITED STATES,256,166.53,F,34
13121,13122,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,431,UNITED STATES,256,166.53,M,36
13122,13123,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,6,HONG KONG,25,16.25,F,30
13123,13124,JZI,Airlines,Online,Basic Plan,No,7,CHINA,35,12.25,M,55
13124,13125,JZI,Airlines,Online,Basic Plan,No,35,"KOREA, REPUBLIC OF",35,12.25,F,34
13125,13126,JZI,Airlines,Online,Basic Plan,No,11,PHILIPPINES,30,10.5,F,25
13126,13127,JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,18,6.3,M,64
13127,13128,JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,18,6.3,M,53
13128,13129,JZI,Airlines,Online,Basic Plan,No,31,HONG KONG,22,7.7,M,62
13129,13130,JZI,Airlines,Online,Basic Plan,No,4,INDONESIA,18,6.3,F,44
13130,13131,JZI,Airlines,Online,Basic Plan,No,14,CHINA,22,7.7,M,51
13131,13132,JZI,Airlines,Online,Basic Plan,No,8,INDONESIA,18,6.3,F,31
13132,13133,JZI,Airlines,Online,Basic Plan,No,18,AUSTRALIA,40,14.0,M,28
13133,13134,JZI,Airlines,Online,Basic Plan,No,48,MALAYSIA,22,7.7,M,33
13134,13135,JZI,Airlines,Online,Basic Plan,No,7,MYANMAR,18,6.3,F,35
13135,13136,JZI,Airlines,Online,Value Plan,No,24,AUSTRALIA,45,15.75,F,45
13136,13137,JZI,Airlines,Online,Value Plan,No,75,UNITED STATES,164,57.4,F,21
13137,13138,JZI,Airlines,Online,Value Plan,No,4,JAPAN,0,15.75,M,51
13138,13139,JZI,Airlines,Online,Premier Plan,No,74,UNITED STATES,255,89.25,F,85
13139,13140,ART,Airlines,Online,24 Protect,No,43,THAILAND,124,43.47,M,48
13140,13141,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,16,4.0,M,47
13141,13142,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,34,8.38,M,29
13142,13143,C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,99,24.75,M,29
13143,13144,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,0,4.0,F,30
13144,13145,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,21,5.25,F,30
13145,13146,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,14,3.38,F,45
13146,13147,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,21,5.25,F,63
13147,13148,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,14,3.38,F,25
13148,13149,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,27,6.63,M,24
13149,13150,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,29,7.25,M,27
13150,13151,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,39,9.75,F,27
13151,13152,C2B,Airlines,Online,Silver Plan,Yes,8,SINGAPORE,37,9.25,M,28
13152,13153,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,37,9.25,F,23
13153,13154,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,37,9.25,M,27
13154,13155,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,37,9.25,F,47
13155,13156,C2B,Airlines,Online,Annual Silver Plan,No,380,SINGAPORE,0,54.0,F,28
13156,13157,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,216,54.0,M,48
13157,13158,C2B,Airlines,Online,Annual Silver Plan,Yes,377,SINGAPORE,216,54.0,F,44
13158,13159,C2B,Airlines,Online,Annual Silver Plan,No,428,SINGAPORE,216,54.0,M,38
13159,13160,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,216,54.0,M,33
13160,13161,JWT,Airlines,Online,Value Plan,No,10,INDIA,31,12.4,F,118
13161,13162,RAB,Airlines,Online,Value Plan,No,47,BRUNEI DARUSSALAM,15,6.0,M,71
13162,13163,RAB,Airlines,Online,Value Plan,No,60,BRUNEI DARUSSALAM,15,6.0,M,73
13163,13164,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,17,UNITED STATES,87,56.23,F,34
13164,13165,LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,364,UNITED STATES,323,210.21,F,58
13165,13166,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,16,ITALY,67,43.55,F,34
13166,13167,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,27,BELGIUM,27,17.23,M,57
13167,13168,JZI,Airlines,Online,Basic Plan,No,22,HONG KONG,35,12.25,F,33
13168,13169,JZI,Airlines,Online,Basic Plan,No,37,UNITED ARAB EMIRATES,36,12.6,M,52
13169,13170,JZI,Airlines,Online,Basic Plan,No,40,PHILIPPINES,30,10.5,M,58
13170,13171,JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,22,7.7,F,28
13171,13172,JZI,Airlines,Online,Basic Plan,No,38,HONG KONG,26,9.1,M,27
13172,13173,JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,22,7.7,M,46
13173,13174,JZI,Airlines,Online,Basic Plan,No,18,INDIA,22,7.7,M,54
13174,13175,JZI,Airlines,Online,Basic Plan,No,76,SRI LANKA,0,17.5,M,45
13175,13176,JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,30,10.5,M,36
13176,13177,JZI,Airlines,Online,Basic Plan,No,14,INDONESIA,18,6.3,M,44
13177,13178,JZI,Airlines,Online,Basic Plan,No,51,JAPAN,26,9.1,F,24
13178,13179,JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,18,6.3,M,31
13179,13180,JZI,Airlines,Online,Basic Plan,No,14,UNITED ARAB EMIRATES,36,12.6,F,51
13180,13181,JZI,Airlines,Online,Basic Plan,No,9,CHINA,26,9.1,F,48
13181,13182,JZI,Airlines,Online,Basic Plan,No,8,VIET NAM,18,6.3,M,38
13182,13183,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,46
13183,13184,JZI,Airlines,Online,Basic Plan,No,12,CHINA,35,12.25,M,46
13184,13185,JZI,Airlines,Online,Basic Plan,No,35,THAILAND,18,6.3,M,56
13185,13186,JZI,Airlines,Online,Basic Plan,No,4,THAILAND,22,7.7,M,59
13186,13187,JZI,Airlines,Online,Basic Plan,No,8,VIET NAM,18,6.3,M,59
13187,13188,JZI,Airlines,Online,Basic Plan,No,72,PHILIPPINES,37,12.95,F,54
13188,13189,JZI,Airlines,Online,Basic Plan,No,5,INDONESIA,22,7.7,M,65
13189,13190,JZI,Airlines,Online,Basic Plan,No,46,VIET NAM,22,7.7,F,39
13190,13191,JZI,Airlines,Online,Value Plan,No,20,JAPAN,45,15.75,F,42
13191,13192,CSR,Travel Agency,Offline,Comprehensive Plan,No,102,MALAYSIA,29,9.57,F,79
13192,13193,CSR,Travel Agency,Offline,Comprehensive Plan,No,78,MALAYSIA,29,9.57,F,65
13193,13194,ADM,Travel Agency,Online,Premier Plan,No,12,FRANCE,86,32.68,F,22
13194,13195,ART,Airlines,Online,Value Plan,No,25,CHINA,51,17.85,F,55
13195,13196,ART,Airlines,Online,24 Protect,No,18,UNITED ARAB EMIRATES,5,1.71,F,48
13196,13197,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,16,4.0,F,32
13197,13198,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,27,6.75,M,45
13198,13199,C2B,Airlines,Online,Bronze Plan,No,85,SINGAPORE,39,9.75,F,23
13199,13200,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,34,8.38,F,37
13200,13201,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,21,5.25,F,27
13201,13202,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,27,6.75,F,47
13202,13203,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,64,15.9,F,35
13203,13204,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,21,5.25,M,27
13204,13205,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,0,11.88,F,42
13205,13206,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,0,11.88,M,43
13206,13207,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,23,5.63,M,34
13207,13208,C2B,Airlines,Online,Silver Plan,No,39,SINGAPORE,124,31.0,M,31
13208,13209,C2B,Airlines,Online,Gold Plan,No,22,SINGAPORE,58,14.38,M,66
13209,13210,C2B,Airlines,Online,Annual Silver Plan,No,386,SINGAPORE,216,54.0,M,53
13210,13211,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,259,64.8,M,45
13211,13212,C2B,Airlines,Online,Annual Silver Plan,No,380,SINGAPORE,259,64.8,M,59
13212,13213,C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,161,40.25,F,45
13213,13214,JWT,Airlines,Online,Value Plan,No,74,INDIA,256,102.4,F,118
13214,13215,KML,Travel Agency,Online,Value Plan,No,35,GERMANY,109,41.42,F,48
13215,13216,KML,Travel Agency,Online,Premier Plan,No,35,INDONESIA,38,14.44,M,48
13216,13217,KML,Travel Agency,Online,Premier Plan,Yes,8,SWITZERLAND,86,32.68,M,48
13217,13218,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6.0,M,42
13218,13219,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,23,9.2,M,46
13219,13220,RAB,Airlines,Online,Value Plan,No,57,BRUNEI DARUSSALAM,23,9.2,M,22
13220,13221,LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,366,UNITED STATES,323,210.21,M,42
13221,13222,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,6,INDONESIA,25,16.25,F,36
13222,13223,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,9,LAO PEOPLE'S DEMOCRATIC REPUBLIC,25,16.25,M,44
13223,13224,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,44,POLAND,59,38.02,M,34
13224,13225,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,2,INDONESIA,27,17.23,F,29
13225,13226,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,81,AUSTRALIA,38,24.38,F,30
13226,13227,JZI,Airlines,Online,Basic Plan,No,19,THAILAND,30,10.5,M,49
13227,13228,JZI,Airlines,Online,Basic Plan,No,166,CHINA,40,14.0,F,26
13228,13229,JZI,Airlines,Online,Basic Plan,No,10,INDONESIA,18,6.3,M,41
13229,13230,JZI,Airlines,Online,Basic Plan,No,23,CHINA,22,7.7,F,39
13230,13231,JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18,6.3,M,72
13231,13232,JZI,Airlines,Online,Basic Plan,No,15,INDONESIA,22,7.7,M,29
13232,13233,JZI,Airlines,Online,Basic Plan,No,30,HONG KONG,26,9.1,F,48
13233,13234,JZI,Airlines,Online,Basic Plan,No,30,CHINA,40,14.0,M,57
13234,13235,JZI,Airlines,Online,Value Plan,No,29,UNITED STATES,96,33.6,M,47
13235,13236,ADM,Travel Agency,Online,Premier Plan,No,11,FRANCE,86,32.68,F,22
13236,13237,ART,Airlines,Online,Value Plan,No,31,THAILAND,29,10.15,M,118
13237,13238,ART,Airlines,Online,24 Protect,No,16,CAMBODIA,3,1.13,F,48
13238,13239,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,21,5.25,M,64
13239,13240,C2B,Airlines,Online,Bronze Plan,Yes,11,SINGAPORE,20,5.0,M,52
13240,13241,C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,47,11.7,F,58
13241,13242,C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,40,10.0,F,61
13242,13243,C2B,Airlines,Online,Bronze Plan,No,43,SINGAPORE,19,4.8,F,59
13243,13244,C2B,Airlines,Online,Bronze Plan,No,95,SINGAPORE,16,4.0,F,33
13244,13245,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,39,9.75,F,29
13245,13246,C2B,Airlines,Online,Silver Plan,No,52,SINGAPORE,89,22.13,M,28
13246,13247,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,57,14.25,F,31
13247,13248,C2B,Airlines,Online,Gold Plan,No,52,SINGAPORE,34,8.38,F,31
13248,13249,C2B,Airlines,Online,Gold Plan,No,78,SINGAPORE,124,31.05,M,32
13249,13250,C2B,Airlines,Online,Gold Plan,No,7,SINGAPORE,83,20.7,M,32
13250,13251,C2B,Airlines,Online,Gold Plan,No,17,SINGAPORE,40,10.05,M,32
13251,13252,C2B,Airlines,Online,Annual Silver Plan,No,405,SINGAPORE,216,54.0,F,57
13252,13253,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161,40.25,M,46
13253,13254,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,161,40.25,F,36
13254,13255,C2B,Airlines,Online,Annual Gold Plan,No,364,SINGAPORE,333,83.25,M,35
13255,13256,JWT,Airlines,Online,Value Plan,No,67,INDIA,200,80.0,M,118
13256,13257,JWT,Airlines,Online,Value Plan,No,48,INDIA,100,40.0,M,118
13257,13258,LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,364,UNITED STATES,256,166.53,F,28
13258,13259,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,372,UNITED STATES,256,166.53,M,28
13259,13260,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,3,THAILAND,25,16.25,M,22
13260,13261,JZI,Airlines,Online,Basic Plan,No,54,"TAIWAN, PROVINCE OF CHINA",35,12.25,F,23
13261,13262,JZI,Airlines,Online,Basic Plan,No,27,CHINA,35,12.25,M,58
13262,13263,JZI,Airlines,Online,Basic Plan,No,29,HONG KONG,26,9.1,F,38
13263,13264,JZI,Airlines,Online,Basic Plan,No,123,CHINA,40,14.0,M,28
13264,13265,JZI,Airlines,Online,Basic Plan,No,7,THAILAND,18,6.3,M,65
13265,13266,JZI,Airlines,Online,Basic Plan,No,36,MALAYSIA,18,6.3,F,48
13266,13267,JZI,Airlines,Online,Basic Plan,No,17,HONG KONG,35,12.25,M,31
13267,13268,JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,26,9.1,M,48
13268,13269,JZI,Airlines,Online,Basic Plan,No,6,THAILAND,22,7.7,M,42
13269,13270,JZI,Airlines,Online,Basic Plan,No,21,THAILAND,30,10.5,M,60
13270,13271,JZI,Airlines,Online,Basic Plan,No,132,CHINA,50,17.5,M,35
13271,13272,JZI,Airlines,Online,Value Plan,No,55,NEW ZEALAND,69,24.15,F,25
13272,13273,CBH,Travel Agency,Offline,Comprehensive Plan,No,29,MALAYSIA,29,9.57,M,80
13273,13274,CBH,Travel Agency,Offline,Comprehensive Plan,No,29,MALAYSIA,29,9.57,F,53
13274,13275,CBH,Travel Agency,Offline,Comprehensive Plan,No,29,MALAYSIA,29,9.57,F,57
13275,13276,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,20,5.0,F,47
13276,13277,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16,4.0,F,42
13277,13278,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,34,8.38,F,36
13278,13279,C2B,Airlines,Online,Bronze Plan,Yes,3,SINGAPORE,19,4.8,M,41
13279,13280,C2B,Airlines,Online,Bronze Plan,No,67,SINGAPORE,40,10.0,M,32
13280,13281,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,34,8.38,F,24
13281,13282,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,27,6.75,F,51
13282,13283,C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,27,6.75,F,57
13283,13284,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,62,15.5,F,42
13284,13285,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,62,15.5,M,43
13285,13286,C2B,Airlines,Online,Silver Plan,No,133,SINGAPORE,257,64.35,F,66
13286,13287,C2B,Airlines,Online,Gold Plan,No,21,SINGAPORE,53,13.2,F,34
13287,13288,C2B,Airlines,Online,Gold Plan,No,76,SINGAPORE,97,24.3,F,34
13288,13289,C2B,Airlines,Online,Annual Silver Plan,No,378,SINGAPORE,0,48.3,F,37
13289,13290,C2B,Airlines,Online,Annual Silver Plan,No,372,SINGAPORE,161,40.25,F,59
13290,13291,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,216,54.0,M,66
13291,13292,C2B,Airlines,Online,Annual Silver Plan,No,371,SINGAPORE,161,40.25,F,43
13292,13293,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,216,54.0,F,61
13293,13294,C2B,Airlines,Online,Annual Silver Plan,Yes,398,SINGAPORE,193,48.3,F,59
13294,13295,C2B,Airlines,Online,Annual Silver Plan,Yes,374,SINGAPORE,193,48.3,M,31
13295,13296,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161,40.25,M,44
13296,13297,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216,54.0,M,32
13297,13298,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,193,48.3,M,46
13298,13299,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216,54.0,M,46
13299,13300,C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,216,54.0,M,31
13300,13301,C2B,Airlines,Online,Annual Silver Plan,No,371,SINGAPORE,216,54.0,F,38
13301,13302,JWT,Airlines,Online,Value Plan,No,21,INDIA,60,24.0,M,118
13302,13303,JWT,Airlines,Online,Value Plan,No,14,INDIA,39,15.6,M,118
13303,13304,KML,Travel Agency,Online,Value Plan,No,41,INDONESIA,33,12.54,M,48
13304,13305,KML,Travel Agency,Online,Value Plan,No,36,POLAND,95,36.1,F,48
13305,13306,LWC,Travel Agency,Online,Annual Travel Protect Platinum,Yes,365,UNITED STATES,323,210.21,M,48
13306,13307,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,14,JAPAN,27,17.23,F,37
13307,13308,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,59,"TAIWAN, PROVINCE OF CHINA",27,17.23,M,71
13308,13309,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,59,"TAIWAN, PROVINCE OF CHINA",27,17.23,F,64
13309,13310,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,21,CHINA,27,17.23,F,64
13310,13311,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,HONG KONG,29,18.85,F,29
13311,13312,JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,M,57
13312,13313,JZI,Airlines,Online,Basic Plan,No,9,THAILAND,22,7.7,M,47
13313,13314,JZI,Airlines,Online,Basic Plan,No,38,THAILAND,30,10.5,F,56
13314,13315,JZI,Airlines,Online,Basic Plan,No,160,"KOREA, REPUBLIC OF",35,12.25,F,51
13315,13316,JZI,Airlines,Online,Basic Plan,No,11,CHINA,26,9.1,M,50
13316,13317,JZI,Airlines,Online,Basic Plan,No,6,THAILAND,22,7.7,M,67
13317,13318,JZI,Airlines,Online,Basic Plan,No,31,CHINA,44,15.4,F,75
13318,13319,JZI,Airlines,Online,Basic Plan,No,22,INDONESIA,22,7.7,M,56
13319,13320,JZI,Airlines,Online,Basic Plan,No,5,THAILAND,22,7.7,M,50
13320,13321,JZI,Airlines,Online,Value Plan,No,161,FINLAND,125,43.75,F,49
13321,13322,JZI,Airlines,Online,Value Plan,No,161,FINLAND,125,43.75,F,47
13322,13323,JZI,Airlines,Online,Value Plan,No,231,UNITED STATES,164,57.4,F,52
13323,13324,ADM,Travel Agency,Online,Value Plan,No,76,FRANCE,146,55.48,M,22
13324,13325,C2B,Airlines,Online,Bronze Plan,No,50,SINGAPORE,126,31.38,F,61
13325,13326,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,21,5.25,F,39
13326,13327,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,16,4.0,F,69
13327,13328,C2B,Airlines,Online,Bronze Plan,No,51,SINGAPORE,161,40.25,M,33
13328,13329,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,27,6.75,F,43
13329,13330,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,21,5.25,M,62
13330,13331,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,40,10.0,F,25
13331,13332,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,47,11.7,F,26
13332,13333,C2B,Airlines,Online,Silver Plan,No,149,SINGAPORE,48,11.88,M,29
13333,13334,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,39,9.75,F,26
13334,13335,C2B,Airlines,Online,Silver Plan,No,58,SINGAPORE,57,14.25,F,41
13335,13336,C2B,Airlines,Online,Silver Plan,No,49,SINGAPORE,23,5.63,F,35
13336,13337,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,27,6.75,M,81
13337,13338,C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,216,54.0,M,48
13338,13339,C2B,Airlines,Online,Annual Silver Plan,No,417,SINGAPORE,193,48.3,M,63
13339,13340,C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,216,54.0,F,45
13340,13341,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,216,54.0,M,40
13341,13342,C2B,Airlines,Online,Annual Silver Plan,No,375,SINGAPORE,216,54.0,F,34
13342,13343,C2B,Airlines,Online,Annual Silver Plan,No,459,SINGAPORE,216,54.0,F,28
13343,13344,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,216,54.0,F,61
13344,13345,JWT,Airlines,Online,Value Plan,No,62,INDIA,124,49.6,M,118
13345,13346,JWT,Airlines,Online,Value Plan,No,19,INDIA,0,24.0,F,118
13346,13347,JWT,Airlines,Online,Value Plan,No,20,INDIA,31,12.4,M,118
13347,13348,KML,Travel Agency,Online,Value Plan,No,20,INDONESIA,22,8.36,F,48
13348,13349,KML,Travel Agency,Online,Value Plan,No,20,INDONESIA,22,8.36,F,48
13349,13350,KML,Travel Agency,Online,Premier Plan,No,21,INDONESIA,93,35.34,M,48
13350,13351,RAB,Airlines,Online,Value Plan,No,2,BRUNEI DARUSSALAM,15,6.0,M,65
13351,13352,RAB,Airlines,Online,Value Plan,No,103,BRUNEI DARUSSALAM,15,6.0,F,30
13352,13353,LWC,Travel Agency,Online,Annual Travel Protect Silver,No,366,UNITED STATES,230,149.37,M,38
13353,13354,JZI,Airlines,Online,Basic Plan,No,13,VIET NAM,22,7.7,M,60
13354,13355,JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,35,12.25,F,68
13355,13356,JZI,Airlines,Online,Basic Plan,No,13,CHINA,26,9.1,M,26
13356,13357,JZI,Airlines,Online,Basic Plan,No,75,HONG KONG,83,29.05,F,69
13357,13358,JZI,Airlines,Online,Basic Plan,No,16,PHILIPPINES,18,6.3,F,57
13358,13359,JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,18,6.3,F,43
13359,13360,JZI,Airlines,Online,Basic Plan,No,10,HONG KONG,22,7.7,M,52
13360,13361,JZI,Airlines,Online,Basic Plan,No,45,PHILIPPINES,42,14.7,F,45
13361,13362,JZI,Airlines,Online,Basic Plan,No,7,CHINA,26,9.1,M,52
13362,13363,JZI,Airlines,Online,Basic Plan,No,36,CHINA,22,7.7,M,22
13363,13364,JZI,Airlines,Online,Basic Plan,No,35,INDONESIA,22,7.7,M,69
13364,13365,JZI,Airlines,Online,Basic Plan,No,64,INDONESIA,47,16.45,F,39
13365,13366,JZI,Airlines,Online,Basic Plan,No,70,CHINA,40,14.0,M,27
13366,13367,JZI,Airlines,Online,Basic Plan,No,17,INDONESIA,18,6.3,F,37
13367,13368,JZI,Airlines,Online,Basic Plan,No,112,CHINA,151,52.85,F,37
13368,13369,JZI,Airlines,Online,Basic Plan,No,8,CHINA,26,9.1,F,51
13369,13370,JZI,Airlines,Online,Basic Plan,No,54,INDONESIA,37,12.95,F,39
13370,13371,JZI,Airlines,Online,Value Plan,No,82,UNITED STATES,198,69.3,F,60
13371,13372,JZI,Airlines,Online,Value Plan,No,4,NEW ZEALAND,36,12.6,M,65
13372,13373,CCR,Travel Agency,Offline,Comprehensive Plan,No,91,MALAYSIA,29,9.57,F,71
13373,13374,ART,Airlines,Online,Value Plan,No,7,THAILAND,29,10.15,M,118
13374,13375,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,53,13.25,F,40
13375,13376,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,27,6.75,F,49
13376,13377,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,16,4.0,F,27
13377,13378,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16,4.05,F,44
13378,13379,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,16,4.0,M,31
13379,13380,C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,34,8.38,M,22
13380,13381,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,34,8.38,F,44
13381,13382,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,0,6.63,F,34
13382,13383,C2B,Airlines,Online,Bronze Plan,Yes,35,SINGAPORE,16,4.0,F,34
